City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Catalina,US,32.5056,-110.9211,82.51,15,0,6.55,clear sky
454,Angoche,MZ,-16.2325,39.9086,74.89,73,0,6.31,clear sky
455,Varhaug,NO,58.6147,5.6457,49.89,84,72,20.51,broken clouds
456,Kenai,US,60.5544,-151.2583,62.02,75,0,9.22,clear sky
457,Manoel Urbano,BR,-8.8389,-69.2597,74.16,87,94,1.36,overcast clouds
458,Banyo,CM,6.75,11.8167,65.44,94,64,1.66,light rain
459,Yar-Sale,RU,66.8333,70.8333,50.94,48,100,18.63,overcast clouds
460,Bamiantong,CN,44.9333,130.5333,56.35,86,100,8.72,overcast clouds
461,Lima,PE,-12.0432,-77.0282,62.91,80,100,6.91,overcast clouds
462,Serebryansk,KZ,49.6925,83.2892,80.71,53,62,0.69,broken clouds
463,Sabha,LY,27.0377,14.4283,84.67,11,18,12.77,few clouds
464,Rutland,US,43.6167,-73.0162,58.98,87,0,6.91,clear sky
465,Naklo Nad Notecia,PL,53.1421,17.6018,55.44,80,39,12.53,scattered clouds
466,Narsaq,GL,60.9167,-46.05,35.82,64,8,4.76,clear sky
467,Umm Kaddadah,SD,13.6017,26.6876,86.45,6,86,14.92,overcast clouds
468,Asyut,EG,27.181,31.1837,82.27,24,0,13.89,clear sky
469,Palaikastron,GR,35.2,26.25,75.92,51,0,6.08,clear sky
470,Kamaishi,JP,39.2667,141.8833,65.66,75,97,12.97,overcast clouds
471,Itarema,BR,-2.9248,-39.9167,73.38,92,7,8.3,clear sky
472,Souillac,MU,-20.5167,57.5167,79.18,69,40,8.05,scattered clouds
473,Teguldet,RU,57.3064,88.1667,69.13,26,11,8.66,few clouds
474,Nuevo Casas Grandes,MX,30.4167,-107.9167,69.78,15,0,7.2,clear sky
475,Dawlatabad,AF,36.4141,64.9053,85.57,25,46,12.55,scattered clouds
476,San Cristobal,VE,7.7669,-72.225,73.58,95,100,3.62,overcast clouds
477,Half Moon Bay,US,37.4636,-122.4286,68.58,82,100,10.36,fog
478,Tura,IN,25.5198,90.2201,82.06,72,2,5.28,clear sky
479,Sibu,MY,2.3,111.8167,84.51,79,40,4.61,scattered clouds
480,Zima,RU,53.9202,102.0442,67.01,51,28,15.99,scattered clouds
481,Pivijay,CO,10.4617,-74.6162,76.48,91,100,3.85,overcast clouds
482,Oliveira,BR,-20.6964,-44.8272,52.7,91,0,3.22,clear sky
483,Tanda,IN,26.55,82.65,99.37,20,0,5.64,clear sky
484,Lata,PT,40.1629,-8.3327,62.08,60,5,5.35,clear sky
485,Hanmer Springs,NZ,-42.5167,172.8167,41.04,86,90,0.4,overcast clouds
486,Kodar,IN,16.9833,79.9667,105.31,20,49,8.84,scattered clouds
487,Pravokumskoye,RU,44.7694,44.6472,65.66,49,11,8.7,few clouds
488,San Jose,US,37.3394,-121.895,71.92,64,20,8.05,few clouds
489,Kalispell,US,48.1958,-114.3129,51.84,85,100,3.44,overcast clouds
490,Fairfield,US,41.2668,-73.3162,54.52,82,0,0.0,clear sky
491,Krasnoselkup,RU,65.7,82.4667,52.74,33,9,11.21,clear sky
492,Roros,NO,62.5747,11.3842,46.24,76,100,9.22,overcast clouds
493,Skibbereen,IE,51.55,-9.2667,57.11,89,100,19.82,overcast clouds
494,Goderich,CA,43.7501,-81.7165,64.72,68,100,14.97,overcast clouds
495,Hanzhong,CN,33.0728,107.0303,80.89,53,66,2.37,broken clouds
496,Tabas,IR,33.5959,56.9244,91.9,10,0,8.81,clear sky
497,Ryotsu,JP,38.0833,138.4333,73.4,58,100,2.39,overcast clouds
498,Qeshm,IR,26.9581,56.2719,89.47,63,0,4.32,clear sky
499,Monrovia,LR,6.3005,-10.7969,72.95,95,100,6.46,moderate rain
500,Simpang,ID,-1.2667,104.0833,87.98,59,97,3.47,overcast clouds
501,Whyalla,AU,-33.0333,137.5833,61.74,74,26,10.54,scattered clouds
502,Aparecida,BR,-22.8469,-45.2297,55.22,89,0,2.35,clear sky
503,Taihe,CN,30.8712,105.3845,74.62,75,100,5.41,overcast clouds
504,Vyshestebliyevskaya,RU,45.1961,37.0181,63.01,60,61,13.09,broken clouds
505,Ugoofaaru,MV,5.6667,73.0,82.98,76,77,11.12,broken clouds
506,Grindavik,IS,63.8424,-22.4338,42.75,87,75,16.11,broken clouds
507,Byron Bay,AU,-28.65,153.6167,64.71,71,16,7.83,light rain
508,Constitucion,CL,-35.3333,-72.4167,47.46,76,97,5.82,overcast clouds
509,Malmesbury,ZA,-33.4608,18.7271,58.78,93,23,0.69,few clouds
510,Bandar,ID,2.05,99.75,90.75,50,97,3.33,overcast clouds
511,Mount Darwin,ZW,-16.7725,31.5838,65.68,49,0,2.19,clear sky
512,Agadez,NE,19.75,10.25,86.13,23,57,7.4,broken clouds
513,Wattegama,LK,6.7989,81.4808,93.58,44,71,12.44,broken clouds
514,Jakarta,ID,-6.2146,106.8451,85.44,76,100,7.83,light rain
515,Pauini,BR,-7.7136,-66.9764,71.96,85,3,2.26,clear sky
516,Griffith,US,41.5284,-87.4237,71.46,87,75,12.66,broken clouds
517,Rawson,AR,-43.3002,-65.1023,40.42,39,0,7.83,clear sky
518,Celinac,BA,44.7228,17.3278,61.47,93,98,0.96,overcast clouds
519,Tsiroanomandidy,MG,-18.7667,46.0333,71.17,63,0,2.13,clear sky
520,Pevek,RU,69.7008,170.3133,32.29,85,91,9.4,overcast clouds
521,Abha,SA,18.2164,42.5053,71.85,20,11,0.0,few clouds
522,Airai,TL,-8.9266,125.4092,70.45,68,96,3.4,overcast clouds
523,Havelock,US,34.8791,-76.9013,66.18,95,100,5.75,overcast clouds
524,Sassandra,CI,4.95,-6.0833,74.46,93,81,2.75,moderate rain
525,Sagua La Grande,CU,22.8067,-80.0756,74.39,78,50,10.69,scattered clouds
526,Tulun,RU,54.5611,100.5792,69.21,34,23,15.46,few clouds
527,Henties Bay,NA,-22.116,14.2845,59.13,77,0,3.65,clear sky
528,Hetauda,NP,27.4284,85.0322,87.15,29,0,6.17,clear sky
529,Pakruojis,LT,55.9667,23.8667,52.59,81,35,14.85,scattered clouds
530,Yarkovo,RU,57.4028,67.0786,79.11,37,41,10.71,scattered clouds
531,Zhigansk,RU,66.7697,123.3711,39.56,57,80,22.73,broken clouds
532,Havre-Saint-Pierre,CA,50.2334,-63.5986,46.4,81,0,10.36,clear sky
533,Broome,US,42.2506,-75.833,61.57,69,100,11.5,overcast clouds
534,Talara,PE,-4.5772,-81.2719,66.22,83,60,12.17,broken clouds
535,Pandaria,IN,22.2333,81.4167,107.38,13,39,8.57,scattered clouds
536,Yamada,JP,39.4667,141.95,67.06,69,88,14.79,overcast clouds
537,Kandrian,PG,-6.2167,149.55,83.62,72,98,5.08,light rain
538,Katobu,ID,-4.9408,122.5276,87.39,63,94,4.05,overcast clouds
539,Mweka,CD,-4.85,21.5667,68.74,93,89,1.16,overcast clouds
540,Chivay,PE,-15.6383,-71.6011,44.22,44,99,2.48,overcast clouds
541,Pamanukan,ID,-6.2842,107.8106,77.97,86,100,8.52,moderate rain
542,Chico,US,39.7285,-121.8375,87.69,32,21,7.9,few clouds
543,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.94,82,0,5.14,clear sky
544,Margate,GB,51.3813,1.3862,53.87,88,6,3.0,clear sky
545,Uzhur,RU,55.3036,89.8339,69.91,35,0,11.03,clear sky
546,Elkhart,US,41.5823,-85.8344,69.89,85,20,13.8,few clouds
547,Kavieng,PG,-2.5744,150.7967,83.08,72,98,6.91,overcast clouds
548,Surt,LY,31.2089,16.5887,80.1,30,0,12.21,clear sky
549,Sfantu Gheorghe,RO,45.8667,25.7833,63.66,83,92,5.93,overcast clouds
550,Weinan,CN,34.5036,109.5089,88.84,29,72,7.09,broken clouds
551,Oistins,BB,13.0667,-59.5333,80.69,78,20,16.11,few clouds
552,Muros,ES,42.7762,-9.0603,57.09,79,21,8.97,few clouds
553,Padang,ID,-0.9492,100.3543,87.85,63,76,6.46,broken clouds
554,La Palma,US,33.8464,-118.0467,67.57,86,75,1.99,broken clouds
555,Tigre,AR,-34.426,-58.5796,48.2,93,0,4.61,clear sky
556,Taksimo,RU,56.3444,114.8794,69.66,34,100,8.48,overcast clouds
557,Esterhazy,CA,50.65,-102.0843,56.25,83,100,7.9,overcast clouds
558,Inirida,CO,3.8653,-67.9239,72.39,98,40,1.61,scattered clouds
559,Neuquen,AR,-38.9516,-68.0591,35.49,87,0,2.3,clear sky
560,Garoua,CM,9.3,13.4,79.7,74,71,5.41,broken clouds
561,Sulangan,PH,11.1373,123.7228,86.0,66,100,4.65,overcast clouds
562,Beihai,CN,21.4833,109.1,83.5,80,80,11.27,light rain
563,Arman,RU,59.7,150.1667,41.02,99,100,3.87,light rain
564,Kapit,MY,2.0167,112.9333,85.24,69,100,2.35,overcast clouds
565,Santa Rosa,PH,14.3122,121.1114,93.11,67,100,3.91,overcast clouds
566,Asau,RO,46.4333,26.4,62.96,94,100,0.83,overcast clouds
567,Launceston,AU,-41.45,147.1667,58.8,83,100,3.44,overcast clouds
568,Beitbridge,ZW,-22.2167,30.0,70.39,36,0,5.48,clear sky
569,Bull Savanna,JM,17.8868,-77.5902,73.44,83,36,4.99,scattered clouds
570,Olinda,BR,-8.0089,-34.8553,73.13,94,75,6.91,broken clouds
571,Lasa,IT,46.6166,10.7002,55.69,79,55,1.7,broken clouds
572,Leamington,CA,42.0549,-82.6062,66.9,100,100,14.0,light rain
573,Ixtapa,MX,20.7,-105.2,76.23,83,100,0.0,overcast clouds
574,Paamiut,GL,61.994,-49.6678,35.64,71,81,11.05,broken clouds
575,Rafai,CF,4.95,23.9167,72.39,87,75,2.75,broken clouds
576,Gopalpur,IN,19.2667,84.9167,92.62,56,7,16.69,clear sky
577,Izhevskoye,RU,54.5567,40.8703,53.17,67,98,7.78,overcast clouds
578,Fort Nelson,CA,58.8053,-122.7002,49.59,71,40,4.61,scattered clouds
579,Kidodi,TZ,-7.6036,37.0044,76.06,82,59,1.54,broken clouds
580,Asfi,MA,32.2994,-9.2372,62.74,73,59,10.8,broken clouds
581,Kendari,ID,-3.945,122.4989,84.18,77,65,7.09,broken clouds
582,Prainha,BR,-1.8,-53.48,74.5,87,99,3.33,overcast clouds
583,Orthez,FR,43.4884,-0.7724,56.68,86,10,3.15,clear sky
584,Mahanoro,MG,-19.9,48.8,76.5,70,4,6.22,clear sky
585,Lhokseumawe,ID,5.1801,97.1507,85.93,66,98,7.67,overcast clouds
586,Alanya,TR,36.5438,31.9998,69.93,51,0,6.62,clear sky
587,Karpogory,RU,64.0019,44.4451,42.12,97,100,3.71,overcast clouds
588,Sakakah,SA,29.9697,40.2064,78.37,16,0,17.65,clear sky
589,Muyezerskiy,RU,63.9333,31.65,45.95,55,35,6.24,scattered clouds
590,Dolores,AR,-36.3132,-57.6792,38.08,84,5,6.35,clear sky
591,Teguise,ES,29.0605,-13.564,62.82,68,20,10.36,few clouds
592,Kirkwall,GB,58.9848,-2.9587,47.97,87,75,13.8,broken clouds
593,Rudnichnyy,RU,59.617,52.4703,46.89,62,100,9.95,overcast clouds
594,Bahia Blanca,AR,-38.7196,-62.2724,40.42,51,0,3.87,clear sky
595,Northam,GB,51.0333,-4.2167,55.62,90,99,15.61,overcast clouds
596,Elizabeth City,US,36.2946,-76.2511,63.01,98,100,6.22,overcast clouds
597,Dong Xoai,VN,11.5333,106.9167,81.97,82,100,1.3,light rain
598,Chiredzi,ZW,-21.05,31.6667,67.98,51,0,3.42,clear sky
599,Hovd,MN,48.0056,91.6419,81.63,17,100,1.45,overcast clouds
600,Brae,GB,60.3964,-1.353,48.78,76,16,14.63,few clouds
601,Sapele,NG,5.8941,5.6767,74.86,93,82,3.09,broken clouds
602,Morros,BR,-9.4467,-46.3003,68.2,70,38,4.0,scattered clouds
603,Cairns,AU,-16.9167,145.7667,82.35,70,75,14.97,light rain
604,Khovu-Aksy,RU,51.1333,93.6,75.65,36,100,5.1,light rain
605,Peniche,PT,39.3558,-9.3811,63.45,66,7,8.84,clear sky
606,Port Hedland,AU,-20.3167,118.5667,89.65,29,28,12.66,scattered clouds
607,Bay Roberts,CA,47.5999,-53.2648,42.15,80,39,5.99,scattered clouds
608,Taperoa,BR,-7.2075,-36.8267,68.32,95,100,11.92,overcast clouds
609,Kamenka,RU,51.3223,42.7678,56.07,65,75,9.28,broken clouds
610,Fort-Shevchenko,KZ,44.5086,50.263,64.83,57,6,9.24,clear sky
611,Urucara,BR,-2.5364,-57.76,72.09,94,12,2.42,few clouds
612,San Quintin,MX,30.4833,-115.95,60.51,85,0,3.04,clear sky
613,Kyshtovka,RU,56.555,76.6271,78.37,43,89,10.63,overcast clouds
614,Boa Vista,BR,2.8197,-60.6733,78.78,89,75,1.14,broken clouds
615,Dalbandin,PK,28.8947,64.4101,99.91,14,0,5.88,clear sky
616,Porto-Vecchio,FR,41.591,9.2795,67.66,88,0,5.75,clear sky
617,Horsham,GB,51.064,-0.3272,55.44,91,0,8.05,clear sky
618,High Level,CA,58.5169,-117.136,50.11,76,0,2.3,clear sky
619,Hami,CN,42.8,93.45,93.51,7,98,5.88,overcast clouds
620,Orlik,RU,52.5178,99.825,73.31,24,71,12.84,broken clouds
621,Yarada,IN,17.65,83.2667,91.72,66,20,11.5,haze
622,Walvis Bay,NA,-22.9575,14.5053,58.84,76,0,3.67,clear sky
623,Bontang,ID,0.1333,117.5,81.21,81,99,6.46,overcast clouds
624,Stephenville,US,32.2207,-98.2023,59.77,82,0,0.0,clear sky
625,Yaan,NG,7.3833,8.5667,73.83,92,99,5.99,overcast clouds
626,Bohicon,BJ,7.1783,2.0667,73.15,96,86,3.6,overcast clouds
627,Hay River,CA,60.8156,-115.7999,46.38,49,20,11.5,few clouds
628,Bukachacha,RU,52.9833,116.9167,79.14,15,25,12.68,scattered clouds
629,Ukiah,US,39.1502,-123.2078,73.29,46,0,0.0,clear sky
630,Okha,RU,53.5739,142.9478,46.22,77,100,8.84,overcast clouds
631,Labuhan,ID,-6.8844,112.2051,83.23,74,100,11.65,overcast clouds
632,Bouafle,CI,6.9904,-5.7442,72.97,98,97,2.33,light rain
633,Kaihua,CN,23.3687,104.28,78.76,68,89,7.74,overcast clouds
634,Honningsvag,NO,70.9821,25.9704,53.35,54,40,12.66,scattered clouds
635,Iisalmi,FI,63.5592,27.1907,51.51,53,99,9.51,overcast clouds
636,Matara,LK,5.9485,80.5353,82.87,79,52,10.71,broken clouds
637,Bantry,IE,51.6833,-9.45,56.79,92,100,14.65,overcast clouds
638,Areosa,PT,41.7178,-8.8571,58.93,72,12,5.06,few clouds
639,Diffa,NE,13.3154,12.6113,84.61,14,0,4.05,clear sky
640,Kingaroy,AU,-26.5333,151.8333,62.64,78,92,8.05,overcast clouds
641,Krasnozatonskiy,RU,61.6758,50.9794,52.02,50,20,11.18,few clouds
642,Uirauna,BR,-6.5183,-38.4122,69.48,94,97,4.09,overcast clouds
643,Brewster,US,41.3973,-73.6171,53.94,84,0,0.0,clear sky
644,Moravsky Krumlov,CZ,49.0489,16.3117,60.75,91,0,6.91,clear sky
645,Isfara,TJ,40.1265,70.6253,87.28,22,47,8.7,scattered clouds
646,Laredo,US,27.5064,-99.5075,75.49,64,0,6.91,clear sky
647,Kralendijk,BQ,12.15,-68.2667,80.58,83,75,17.27,broken clouds
648,Cabedelo,BR,-6.9811,-34.8339,72.27,84,92,11.9,overcast clouds
649,Lundazi,ZM,-12.2929,33.1782,68.9,67,31,4.88,scattered clouds
650,Catuday,PH,16.2923,119.8062,85.21,70,68,12.86,broken clouds
651,Wauconda,US,42.2589,-88.1393,69.44,94,100,5.01,moderate rain
652,Atar,MR,20.5169,-13.0499,86.22,14,57,8.79,broken clouds
653,Carlos Barbosa,BR,-29.2975,-51.5036,59.54,89,93,2.46,light rain
654,Coihaique,CL,-45.5752,-72.0662,30.15,93,0,4.61,clear sky
655,Denpasar,ID,-8.65,115.2167,80.26,94,75,3.44,thunderstorm with rain
656,Gornopravdinsk,RU,60.05,69.9,80.1,39,59,12.75,broken clouds
657,Luderitz,NA,-26.6481,15.1594,58.35,67,0,8.01,clear sky
658,Kauhajoki,FI,62.4333,22.1833,51.78,70,96,3.69,overcast clouds
659,Kysyl-Syr,RU,63.8986,122.7617,49.08,43,77,12.62,broken clouds
660,Sept-Iles,CA,50.2001,-66.3821,48.2,58,0,5.75,clear sky
661,Sharjah,AE,25.3573,55.4033,89.89,48,0,9.22,clear sky
662,Sakhipur,BD,24.3,90.1833,93.69,48,0,7.54,clear sky
663,Quthing,LS,-30.4,27.7003,50.18,67,0,1.5,clear sky
664,Nenjiang,CN,49.1833,125.2167,75.29,26,100,11.45,overcast clouds
665,Karpathos,GR,35.507,27.2132,75.16,64,0,10.36,clear sky
666,Jalu,LY,29.0331,21.5482,84.04,11,0,7.25,clear sky
667,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.18,98,17,2.86,few clouds
668,Sabang,ID,5.8933,95.3214,84.42,73,100,17.56,overcast clouds
669,Nantucket,US,41.2835,-70.0995,54.01,77,0,6.91,clear sky
670,Ercis,TR,39.0287,43.3586,53.83,43,0,0.67,clear sky
671,Dingle,PH,10.9995,122.6711,89.89,58,100,5.88,overcast clouds
672,Luoyang,CN,34.6836,112.4536,88.47,13,75,4.45,broken clouds
673,Ust-Tsilma,RU,65.441,52.1498,53.11,95,100,9.22,moderate rain
674,Lubango,AO,-14.9172,13.4925,53.17,37,12,2.77,few clouds
675,Brejo Santo,BR,-7.4933,-38.9872,73.63,93,99,5.91,overcast clouds
676,Siva,EG,29.2041,25.5195,78.87,25,0,8.01,clear sky
677,Craig,US,40.5153,-107.5464,51.42,66,0,4.61,clear sky
678,Puerto Escondido,MX,15.85,-97.0667,80.65,80,100,4.38,overcast clouds
679,Malanje,AO,-9.5402,16.341,57.0,59,0,3.42,clear sky
680,Manvi,IN,15.9833,77.05,95.94,26,62,12.8,broken clouds
681,Viedma,AR,-40.8135,-62.9967,37.18,54,0,8.63,clear sky
682,Bonthe,SL,7.5264,-12.505,73.38,94,100,8.75,overcast clouds
